,Country,Crisis,Crisis ID,ISO3 code,Region,Drivers,Website name,Country level,Individual or aggregated,Indicator,Reliability,Type of entry
65,Madagascar,Tropical cyclone Cheneso in Madagascar,MDG007,MDG,Africa,Cyclone,Tropical cyclone Cheneso,No,Individual,,,
66,Madagascar,Tropical cyclone Freddy in Madagascar,MDG008,MDG,Africa,Cyclone,Tropical cyclone Freddy,No,Individual,,,
67,Mexico,Multiple crisis in Mexico,MEX001,MEX,Americas,"Violence,Displacement",Country Level,Yes,Aggregated,,,
68,Mexico,Criminal Violence in Mexico,MEX002,MEX,Americas,"Violence,Displacement",Criminal Violence,No,Individual,,,
69,Mexico,Mixed Migration in Mexico,MEX003,MEX,Americas,Displacement,Mixed Migration,No,Individual,,,
70,Mali,Complex crisis in Mali,MLI001,MLI,Africa,Conflict,Complex crisis,Yes,Individual,,,
71,Myanmar,Multiple crises in Myanmar,MMR001,MMR,Asia,"Socio-political,Conflict,Violence",Country level,Yes,Aggregated,,,
72,Myanmar,Rakhine Conflict,MMR002,MMR,Asia,Conflict,Rakhine conflict,No,Individual,,,
73,Myanmar,Kachin and Shan Conflict,MMR003,MMR,Asia,Conflict,Kachin and Shan conflict,No,Individual,,,
74,Myanmar,Post-coup conflict in Myanmar,MMR004,MMR,Asia,"Violence,Socio-political,Conflict",Post-coup conflict,No,Individual,,,
75,Mongolia,Dzud in Mongolia,MNG002,MNG,Asia,Other seasonal event,Dzud in Mongolia,Yes,Individual,,,
76,Mozambique,Multiple Crises in Mozambique,MOZ001,MOZ,Africa,"Conflict,Displacement,Cyclone",Multiple Crises,Yes,Aggregated,,,
77,Mozambique,Cabo Delgado Islamist Insurgency,MOZ004,MOZ,Africa,"Conflict,Displacement",Violent Insurgency in Cabo Delgado,No,Individual,,,
78,Mozambique,Floods in Maputo province in Mozambique,MOZ009,MOZ,Africa,Floods,Floods in Maputo province,No,Individual,,,
79,Mozambique,Tropical Cyclone Freddy in Mozambique,MOZ010,MOZ,Africa,Cyclone,Tropical Cyclone Freddy,No,Individual,,,
80,Mauritania,Refugees from Mali in Mauritania,MRT002,MRT,Africa,Displacement,Malian refugees,No,Individual,,,
81,Mauritania,Food Security in Mauritania,MRT003,MRT,Africa,"Drought,Floods",Food security,Yes,Individual,,,
82,Malawi,Complex crisis in Malawi,MWI002,MWI,Africa,"Drought,Socio-political,Cyclone",Complex,Yes,Individual,,,
83,Malawi,Tropical Cyclone Freddy in Malawi,MWI005,MWI,Africa,Cyclone,Tropical Cyclone Freddy,No,Individual,,,
84,Malaysia,International Refugees in Malaysia,MYS001,MYS,Asia,Displacement,International Refugees,Yes,Individual,,,
85,Namibia,Food Security Crisis in Namibia,NAM002,NAM,Africa,Drought,Food Security Crisis,Yes,Individual,,,
86,Niger,Multiple crises in Niger,NER001,NER,Africa,"Conflict,Displacement",Country level,Yes,Individual,,,
87,Niger,Boko Haram in Niger,NER002,NER,Africa,Conflict,Boko Haram,No,Individual,,,
88,Niger,Mali/Burkina Faso conflict,NER003,NER,Africa,Conflict,Cross-border violence ,No,Individual,,,
89,Niger,Nigerian Refugees,NER004,NER,Africa,Displacement,Nigerian Refugees,No,Individual,,,
90,Nigeria,Complex crisis in Nigeria,NGA001,NGA,Africa,"Conflict,Displacement,Violence",Complex crisis,Yes,Individual,,,
91,Nigeria,Middle belt conflict,NGA003,NGA,Africa,Violence,Middle Belt,No,Individual,,,
92,Nigeria,Boko Haram crisis in Nigeria,NGA004,NGA,Africa,"Conflict,Displacement",Boko Haram ,No,Individual,,,
93,Nigeria,Northwest Banditry,NGA007,NGA,Africa,"Violence,Displacement",Northwest Banditry,No,Individual,,,
94,Nigeria,Cameroonian Refugees in Nigeria,NGA008,NGA,Africa,Displacement,Cameroonian Refugees,No,Individual,,,
95,Nicaragua,Socioeconomic crisis in Nicaragua,NIC001,NIC,Americas,Socio-political,Socioeconomic crisis,Yes,Individual,,,
96,Pakistan,Complex crisis in Pakistan,PAK001,PAK,Asia,"Displacement,Conflict",Complex crisis,Yes,Individual,,,
97,Pakistan,Kashmir conflict in Pakistan,PAK004,PAK,Asia,Conflict,Kashmir conflict,No,Individual,,,
98,Pakistan,Floods in Pakistan ,PAK005,PAK,Asia,Other seasonal event,Monsoon floods 2022,No,Individual,,,
99,Panama,Venezuela displacement in Panama,PAN002,PAN,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
100,Peru,Venezuela displacement in Peru,PER002,PER,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
101,Philippines,Multiple crises in the Philippines,PHL001,PHL,Asia,"Conflict,Cyclone,Violence,Floods,Other seasonal event",Country level,Yes,Aggregated,,,
102,Philippines,Mindanao conflict,PHL003,PHL,Asia,"Conflict,Violence",Mindanao Conflict,No,Individual,,,
103,Philippines,Typhoon Nalgae,PHL012,PHL,Asia,Cyclone,Typhoon Nalgae,No,Individual,,,
104,Philippines,"LPAs, Northeast Monsoon, and Shear Line",PHL013,PHL,Asia,"Floods,Other seasonal event","LPAs, Northeast Monsoon, and Shear Line",No,Individual,,,
105,Papua New Guinea,Highlands Violence,PNG003,PNG,Pacific,Earthquake,Highlands Violence,Yes,Individual,,,
106,Poland,Displacement from Ukraine conflict in Poland,POL002,POL,Europe,"Displacement,Conflict",Displacement from Ukraine conflict,Yes,Individual,,,
107,DPRK,Complex crisis in DPRK,PRK001,PRK,Asia,"Socio-political,Floods,Other seasonal event,Food Security",Complex crisis,Yes,Individual,,,
108,Palestine,Conflict in Palestine,PSE002,PSE,Middle east,"Conflict,Socio-political,Violence",Conflict,Yes,Individual,,,
109,"Nigeria,Niger,Chad,Cameroon",Regional Boko Haram Crisis,REG001,"NGA,NER,TCD,CMR","Africa,Africa,Africa,Africa",,Regional Boko Haram,No,Individual,,,
110,"Venezuela,Brazil,Colombia,Ecuador,Peru,Trinidad and Tobago,Chile,Dominican Republic,Panama",Venezuela Regional Crisis,REG002,"VEN,BRA,COL,ECU,PER,TTO,CHL,DOM,PAN","Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas,Americas",,Venezuela Regional Crisis,No,Individual,,,
111,"India,Pakistan",Regional Kashmir conflict,REG003,"IND,PAK","Asia,Asia",,Regional Kashmir conflict,No,Individual,,,
112,"Syria,Türkiye,Iraq,Egypt,Jordan,Lebanon",Syrian Regional Crisis,REG004,"SYR,TUR,IRQ,EGY,JOR,LBN","Middle east,Middle east,Middle east,Africa,Middle east,Middle east",,Syrian Regional Crisis,No,Individual,,,
113,"Türkiye,Greece",Eastern Mediterranean Route ,REG006,"TUR,GRC","Middle east,Europe",,Eastern Mediterranean Route ,No,Individual,,,
114,"Algeria,Tunisia,Libya,Italy",Central Mediterranean Route,REG007,"DZA,TUN,LBY,ITA","Africa,Africa,Africa,Europe",,Central Mediterranean Route,No,Individual,,,
115,"Algeria,Morocco,Spain",Western Mediterranean Route,REG008,"DZA,MAR,ESP","Africa,Africa,Europe",,Western Mediterranean Route,No,Individual,,,
116,"Bangladesh,Myanmar",Rohingya Regional Crisis,REG011,"BGD,MMR","Asia,Asia",,Rohingya Regional Crisis,No,Individual,,,
117,"Lesotho,Madagascar,Malawi,Namibia,Eswatini,Zambia,Zimbabwe,Tanzania",Southern Africa Regional Food Security Crisis,REG012,"LSO,MDG,MWI,NAM,SWZ,ZMB,ZWE,TZA","Africa,Africa,Africa,Africa,Africa,Africa,Africa,Africa",,Southern Africa Regional Food Security Crisis,No,Individual,,,
118,"Armenia,Azerbaijan",Nagorno-Karabakh Conflict,REG013,"ARM,AZE","Middle east,Middle east",,Regional Nagorno-Karabakh Conflict,No,Individual,,,
119,"Ethiopia,Somalia,Kenya",Eastern Africa Regional Drought Crisis,REG014,"ETH,SOM,KEN","Africa,Africa,Africa",Drought,Eastern Africa Regional Drought Crisis,No,Individual,,,
120,"Türkiye,Syria",Turkiye / Syria earthquake,REG015,"TUR,SYR","Middle east,Middle east",Earthquake,Turkiye / Syria earthquake (regional crisis),No,Individual,,,
121,Romania,Displacement from Ukraine conflict in Romania,ROU002,ROU,Europe,"Conflict,Displacement",Displacement from Ukraine conflict,Yes,Individual,,,
122,Rwanda,Burundi and DRC refugees in Rwanda,RWA002,RWA,Africa,Displacement,Refugees,Yes,Individual,,,
123,Sudan,Complex crisis in Sudan,SDN001,SDN,Africa,"Displacement,Violence,Floods",Complex crisis,Yes,Individual,,,
124,Sudan,Refugees in Sudan,SDN005,SDN,Africa,Displacement,Refugees,No,Individual,,,
125,Sudan,Violence in Darfur and Kordofan regions,SDN008,SDN,Africa,Violence,Violence in Darfur and Kordofan regions,No,Individual,,,
126,Senegal,Drought in Senegal,SEN002,SEN,Africa,Drought,Drought,Yes,Individual,,,
127,El Salvador,Complex crisis in El Salvador,SLV001,SLV,Americas,"Displacement,Violence,Floods,Drought",Complex crisis,Yes,Individual,,,
128,Somalia,Complex crisis in Somalia,SOM001,SOM,Africa,"Conflict,Displacement,Floods,Drought",Complex crisis,Yes,Individual,,,
129,Somalia,Mixed Migration Flows in Somalia,SOM002,SOM,Africa,Displacement,Mixed Migration,No,Individual,,,
130,South Sudan,Complex crisis in South Sudan,SSD001,SSD,Africa,"Conflict,Floods,Displacement",Complex crisis,Yes,Individual,,,
131,Slovakia,Displacement from Ukraine conflict in Slovakia,SVK002,SVK,Europe,"Displacement,Conflict",Displacement from Ukraine conflict,Yes,Individual,,,
132,Eswatini,Food Security Crisis in Eswatini,SWZ001,SWZ,Africa,Drought,Food Security Crisis,Yes,Individual,,,
133,Syria,Syrian conflict,SYR001,SYR,Middle east,"Conflict,Displacement,Violence",Conflict,Yes,Individual,,,
134,Syria,Türkiye / Syria earthquake in Syria,SYR002,SYR,Middle east,Earthquake,Türkiye / Syria earthquake,No,Individual,,,
135,Chad,Complex crisis in Chad,TCD001,TCD,Africa,"Conflict,Displacement",Complex crisis,Yes,Individual,,,
136,Chad,Lake Chad basin crisis,TCD003,TCD,Africa,Conflict,Lake Chad basis crisis,No,Individual,,,
137,Chad,CAR refugees in Chad,TCD004,TCD,Africa,Displacement,CAR refugees,No,Individual,,,
138,Chad,Darfur refugees in Chad,TCD005,TCD,Africa,Displacement,Darfur refugees,No,Individual,,,
139,Thailand,Multiple situations in Thailand,THA001,THA,Asia,"Conflict,Displacement",Country level,Yes,Aggregated,,,
140,Thailand,Conflict in southern Thailand ,THA002,THA,Asia,Conflict,Conflict,No,Individual,,,
141,Thailand,Myanmar refugees in Thailand,THA003,THA,Asia,Conflict,Refugees,No,Individual,,,
142,Trinidad and Tobago,Venezuelan refugees in Trinidad and Tobago,TTO002,TTO,Americas,Displacement,Venezuelan refugees,Yes,Individual,,,
143,Tunisia,Mixed migration flows in Tunisia,TUN002,TUN,Africa,Displacement,Mixed Migration,Yes,Individual,,,
144,Türkiye,Complex situation in Türkiye,TUR001,TUR,Middle east,"Displacement,Conflict",Country level,Yes,Aggregated,,,
145,Türkiye,Syrian Refugees in Türkiye,TUR002,TUR,Middle east,Displacement,Syrian refugees,No,Individual,,,
146,Türkiye,Mixed Migration Flows in Türkiye,TUR003,TUR,Middle east,Displacement,Mixed Migration,No,Individual,,,
147,Türkiye,Kurdish Conflict,TUR004,TUR,Middle east,Conflict,Kurdish conflict,No,Individual,,,
148,Türkiye,Türkiye / Syria earthquake in Türkiye,TUR005,TUR,Middle east,Earthquake,Türkiye / Syria earthquake,No,Individual,,,
149,Tanzania,Multiple Crises in Tanzania,TZA001,TZA,Africa,"Displacement,Drought",Country level,Yes,Aggregated,,,
150,Tanzania,International Displacement in Tanzania,TZA002,TZA,Africa,Displacement,Refugees,No,Individual,,,
151,Tanzania,Food Security Crisis in North-East Tanzania,TZA003,TZA,Africa,Drought,Food security in North-East,No,Individual,,,
152,Uganda,International Displacement in Uganda,UGA005,UGA,Africa,Displacement,Refugees,Yes,Individual,,,
153,Ukraine,Conflict in Ukraine,UKR002,UKR,Europe,"Conflict,Displacement",Conflict,Yes,Individual,,,
154,Venezuela,Complex crisis in Venezuela,VEN001,VEN,Americas,"Socio-political,Violence,Floods",Complex crisis,Yes,Individual,,,
155,Vanuatu,Cyclone Judy and cyclone Kevin in Vanuatu,VUT003,VUT,Pacific,Cyclone,Cyclone Judy and cyclone Kevin,Yes,Individual,,,
156,Yemen,Conflict in Yemen,YEM001,YEM,Middle east,Conflict,Complex crisis,Yes,Individual,,,
157,Yemen,Mixed migration flows in Yemen,YEM002,YEM,Middle east,Displacement,Mixed Migration,No,Individual,,,
158,Zambia,Drought in Zambia,ZMB002,ZMB,Africa,Drought,Drought,Yes,Individual,,,
159,Zimbabwe,Complex crisis in Zimbabwe,ZWE001,ZWE,Africa,"Socio-political,Drought",Complex crisis,Yes,Individual,,,
